ID|date_updated|source|ID_source|date_updated_source|name_primary_en|name_secondary_en|categories_en|weight_package_g|weight_serving_g|energy_kJ_per_100g|energy_kcal_per_100g|fats_total_g_per_100g|fats_saturated_g_per_100g|fats_monounsaturated_g_per_100g|fats_polyunsaturated_g_per_100g|fats_trans_g_per_100g|fats_omega6_linoleic_g_per_100g|fats_omega3_alphalinolenic_g_per_100g|fats_omega3_icosapentaenoic_g_per_100g|fats_omega3_docosahexaenoic_g_per_100g|fats_cholesterol_g_per_100g|carbohydrates_available_g_per_100g|carbohydrates_sugars_g_per_100g|carbohydrates_starch_g_per_100g|carbohydrates_dietary_fibres_g_per_100g|proteins_total_g_per_100g|salt_sodium_chloride_total_g_per_100g|alcohol_g_per_100g|water_g_per_100g|vitaminA_RE_total_g_per_100g|vitaminA_RE_REA_g_per_100g|vitaminA_RE_retinol_pure_g_per_100g|vitaminA_RE_betacarotene_activity_g_per_100g|vitaminA_RE_betacarotene_pure_g_per_100g|vitaminB1_thiamine_g_per_100g|vitaminB2_riboflavin_g_per_100g|vitaminB6_pyridoxine_g_per_100g|vitaminB12_cobalamine_g_per_100g|vitaminB3_niacin_g_per_100g|vitaminB9_folate_g_per_100g|vitaminB5_panthothenic_g_per_100g|vitaminC_ascorbic_g_per_100g|vitaminD_calciferol_g_per_100g|vitaminE_alphatocopherol_g_per_100g|mineralK_potassium_g_per_100g|mineralNa_sodium_g_per_100g|mineralCl_chloride_g_per_100g|mineralCa_calcium_g_per_100g|mineralMg_magnesium_g_per_100g|mineralP_phosphorus_g_per_100g|mineralFe_iron_g_per_100g|mineralI_iodide_g_per_100g|mineralZn_zinc_g_per_100g|mineralSe_selenium_g_per_100g|name_primary_uk|name_secondary_uk|categories_uk|name_primary_de|name_secondary_de|categories_de|name_primary_fr|name_secondary_fr|categories_fr|name_primary_it|name_secondary_it|categories_it
generic_SwissFoodDB_product_29|2025-10-04|https://naehrwertdaten.ch/en/downloads/|35|2025-07-01|Beef, boiling meat, with fat, raw|(null)|Meat and offal/Beef|(null)|(null)|946|227|16.6|7|7.6|1|(null)|0.4|0.12|0.019|0|0.053|0|0|(null)|0|19.5|0.2|0|61.7|0.000007|0.000006|(trace)|0.00001|0.00001|0.00004|0.00013|0.00053|0.0000014|0.007|0.000006|0.00074|0|0.0000005|0.00026|0.3|0.06|0.054|0.0041|0.018|0.16|0.0012|0.000003|0.0035|(null)|Яловичина, варене м'ясо, з жиром, сира|(null)|М'ясо та субпродукти/Яловичина|Rind, Siedfleisch, durchzogen,  roh|(null)|Fleisch und Innereien/Rind|Boeuf, bouilli, entremêlé, cru|(null)|Viande et abats/Bœuf|Manzo, per bollito, misto, crudo|(null)|Carne e frattaglie/Manzo
generic_SwissFoodDB_product_30|2025-10-04|https://naehrwertdaten.ch/en/downloads/|36|2025-07-01|Beef, boiling meat, lean, raw|(null)|Meat and offal/Beef|(null)|(null)|555|132|5.5|2.5|2.2|0.5|(null)|0.23|0.05|0.011|0.002|0.059|0|0|(null)|0|20.7|0.1|0|71.2|0.000007|0.000006|(trace)|0.00001|0.00001|0.00004|0.00013|0.00055|0.0000014|0.0051|0.000006|0.00074|0|0.0000005|0.00026|0.32|0.057|0.054|0.0044|0.018|0.18|0.0017|0.000003|0.0049|(null)|Яловичина, варене м'ясо, нежирне, сире|(null)|М'ясо та субпродукти/Яловичина|Rind, Siedfleisch, mager, roh|(null)|Fleisch und Innereien/Rind|Boeuf, bouilli, maigre, cru|(null)|Viande et abats/Bœuf|Manzo, per bollito, magro, crudo|(null)|Carne e frattaglie/Manzo
generic_SwissFoodDB_product_31|2025-10-04|https://naehrwertdaten.ch/en/downloads/|37|2025-07-01|Beef, chopped, raw|(null)|Meat and offal/Beef|(null)|(null)|433|102|1.5|0.6|0.6|0.3|(null)|0.12|0.02|0.015|0.003|0.056|0|0|(null)|0|22.2|0.1|0|74|0.000007|0.000006|(trace)|0.00001|0.00001|0.00008|0.00013|0.00026|0.00000118|0.00503|0.000006|0.00074|0|0.0000005|0.00026|0.36|0.044|0.05|0.0042|0.02|0.19|0.0014|0.000003|0.0035|0.0000076|Яловичина, подрібнена, сира|(null)|М'ясо та субпродукти/Яловичина|Rind, Geschnetzeltes, roh|(null)|Fleisch und Innereien/Rind|Boeuf, émincé, cru|(null)|Viande et abats/Bœuf|Manzo, sminuzzato, crudo|Spezzatino|Carne e frattaglie/Manzo
generic_SwissFoodDB_product_32|2025-10-04|https://naehrwertdaten.ch/en/downloads/|38|2025-07-01|Beef, ragout, raw|(null)|Meat and offal/Beef|(null)|(null)|409|97|1.3|0.6|0.5|0.2|(null)|0.11|0.02|0.014|0.003|0.054|0|0|(null)|0|21.2|0.1|0|74.2|0.000007|0.000006|(trace)|0.00001|0.00001|0.00001|0.00012|0.00042|0.0000014|0.0045|0.000006|0.00074|0|0.0000005|0.00026|0.35|0.049|0.05|0.0039|0.018|0.18|0.0012|0.000003|0.0037|0.000006|Яловичина, рагу, сира|(null)|М'ясо та субпродукти/Яловичина|Rind, Voressen, roh|Ragout|Fleisch und Innereien/Rind|Boeuf, ragoût, cru|(null)|Viande et abats/Bœuf|Manzo, spezzatino, crudo|Ragù|Carne e frattaglie/Manzo
generic_SwissFoodDB_product_33|2025-10-04|https://naehrwertdaten.ch/en/downloads/|39|2025-07-01|Pork, spare ribs, raw|(null)|Meat and offal/Pork|(null)|(null)|993|239|18.6|7.2|8.9|1.8|(null)|1.33|0.12|0.002|0|0.059|0|0|(null)|0|17.9|0.1|0|61.4|0.000003|0.000003|0.000003|0|0|0.0007|0.00031|0.00051|0.0000007|0.005|0.000002|0.00089|0|0.0000004|0.00027|0.31|0.054|0.067|0.006|0.019|0.17|0.0007|0.0000011|0.0022|(null)|Свинина, реберця, сира|(null)|М'ясо та субпродукти/Свинина|Schwein, Brustspitz, roh|(null)|Fleisch und Innereien/Schwein|Porc, fricassée, crue|(null)|Viande et abats/Porc|Maiale, costine, crude|(null)|Carne e frattaglie/Maiale
generic_SwissFoodDB_product_34|2025-10-04|https://naehrwertdaten.ch/en/downloads/|40|2025-07-01|Pork, chopped, raw|(null)|Meat and offal/Pork|(null)|(null)|562|134|5.4|1.6|2.2|0.6|(null)|0.37|0.02|0.004|0.007|0.066|0|0|(null)|0|21.3|0.1|0|72.7|0.000003|0.000003|0.000003|0|0|0.0006|0.00013|0.00068|0.0000007|0.0043|0.000002|0.00078|0|0.0000004|0.00027|0.34|0.048|0.056|0.0043|0.02|0.19|0.0007|0.000001|0.0024|0.00001|Свинина, рубана, сира|(null)|М'ясо та субпродукти/Свинина|Schwein, Geschnetzeltes, roh|(null)|Fleisch und Innereien/Schwein|Porc, émincé, cru|(null)|Viande et abats/Porc|Maiale, sminuzzato, crudo|(null)|Carne e frattaglie/Maiale
generic_SwissFoodDB_product_35|2025-10-04|https://naehrwertdaten.ch/en/downloads/|41|2025-07-01|Pork, throat, raw|(null)|Meat and offal/Pork|(null)|(null)|843|203|14.1|5.5|6.5|1.4|(null)|1.01|0.08|0.004|0.005|0.06|0|0|(null)|0|18.9|0.1|0|65.4|0.000003|0.000003|0.000003|0|0|0.0009|0.0001|0.00044|0.0000007|0.00405|0.000002|0.00089|0|0.0000004|0.00027|0.33|0.047|0.066|0.0038|0.018|0.18|0.0009|0.0000011|0.0028|0.000016|Свинина, горло, сира|(null)|М'ясо та субпродукти/Свинина|Schwein, Hals, Steak, roh|(null)|Fleisch und Innereien/Schwein|Porc, cou, steak, cru|(null)|Viande et abats/Porc|Maiale, bistecca di collo, crudo|(null)|Carne e frattaglie/Maiale
generic_SwissFoodDB_product_36|2025-10-04|https://naehrwertdaten.ch/en/downloads/|42|2025-07-01|Pork, loin, raw|(null)|Meat and offal/Pork|(null)|(null)|578|138|5.1|2|2.4|0.6|(null)|0.36|0.03|0.004|0.002|0.056|0|0|(null)|0|22.9|0.1|0|69.5|0.000003|0.000003|0.000003|0|0|0.0009|0.0001|0.00059|0.0000007|0.0043|0.000002|0.00089|0|0.0000004|0.00027|0.37|0.038|0.066|0.0037|0.021|0.2|0.0004|0.0000012|0.0013|0.000013|Свинина, вирізка, сира|(null)|М'ясо та субпродукти/Свинина|Schwein, Nierstück, roh|(null)|Fleisch und Innereien/Schwein|Porc, filet, cru|(null)|Viande et abats/Porc|Maiale, lonza, cruda|(null)|Carne e frattaglie/Maiale
generic_SwissFoodDB_product_37|2025-10-04|https://naehrwertdaten.ch/en/downloads/|43|2025-07-01|Pork, eye of round, raw|(null)|Meat and offal/Pork|(null)|(null)|532|127|4.9|1.7|2.5|0.6|(null)|0.39|0.03|0.006|0.005|0.065|0|0|(null)|0|20.6|0.1|0|73.6|0.000003|0.000003|0.000003|0|0|0.00084|0.00016|0.00054|0.0000007|0.00639|0.000002|0.00089|0|0.0000004|0.00027|0.35|0.045|0.066|0.0037|0.019|0.19|0.0007|0.0000011|0.0025|(null)|Свинина, очний м’яз, сира|(null)|М'ясо та субпродукти/Свинина|Schwein, Runder Mocken, roh|Plätzli|Fleisch und Innereien/Schwein|Porc, pièce ronde, tranche, crue|(null)|Viande et abats/Porc|Maiale, girello, crudo|Fettina|Carne e frattaglie/Maiale
generic_SwissFoodDB_product_38|2025-10-04|https://naehrwertdaten.ch/en/downloads/|47|2025-07-01|Drinking water (average Switzerland)|(null)|Non-alcoholic beverages/Drinking water|(null)|(null)|0|0|0|0|0|0|(null)|0|0|0|0|0|0|0|0|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.001|0.001|0.007|0.001|0|0|0|0|(trace)|Питна вода (узагальнено, швейцарська)|(null)|Безалкогольні напої/Питна вода|Trinkwasser (Mittelwert Schweiz)|(null)|Alkoholfreie Getränke/Trinkwasser|Eau potable (en moyenne en Suisse)|(null)|Boissons sans alcool/Eau potable|Acqua potabile (valori medi in Svizzera)|(null)|Bevande analcoliche/Acqua potabile
generic_SwissFoodDB_product_39|2025-10-04|https://naehrwertdaten.ch/en/downloads/|49|2025-07-01|Butter of choice|(null)|Fats and oils/Fats|(null)|(null)|3070|746|82.3|49.4|19.3|3.8|(null)|1|0.63|0.062|0.008|0.241|0.7|0.6|0|0|0.7|0|0|16.4|0.000833|0.000802|0.000771|0.000374|0.00037|0|0.00004|0|0.00000007|0.00004|0|0.00006|0|0.0000011|0.00177|0.021|(trace)|0.013|0.018|0.0015|0.022|0|0.000008|(trace)|0.0000005|Вершкове масло, традиційне (82,5% жирності)|(null)|Жири та олії/Жири|Vorzugsbutter|Butter|Fette und Öle/Fette|Beurre de choix|(null)|Graisses et huiles/Graisses|Burro speciale|(null)|Grassi e oli/Grassi
generic_SwissFoodDB_product_40|2025-10-04|https://naehrwertdaten.ch/en/downloads/|50|2025-07-01|Butter, clarified|(null)|Fats and oils/Fats|(null)|(null)|3640|885|98.3|58.9|23.1|4.5|(null)|1.19|0.75|0.074|0.01|0.282|0|0|0|0|0.1|0|0|1.1|0.000782|0.000766|0.000749|0.000199|0.000199|(trace)|(trace)|(trace)|0|0|0|(trace)|0|0.0000016|0.00177|(trace)|(trace)|(trace)|(trace)|0|0|0|(trace)|(trace)|0|Вершкове масло, топлене|(null)|Жири та олії/Жири|Bratbutter|(null)|Fette und Öle/Fette|Beurre à rôtir|(null)|Graisses et huiles/Graisses|Burro per arrostire|(null)|Grassi e oli/Grassi
generic_SwissFoodDB_product_41|2025-10-04|https://naehrwertdaten.ch/en/downloads/|51|2025-07-01|Cooking butter|(null)|Fats and oils/Fats|(null)|(null)|3060|745|82.2|49.3|19.3|3.8|(null)|0.99|0.62|0.062|0.008|0.221|0.7|0.6|0|0|0.5|0|0|16.6|0.000856|0.000825|0.000794|0.000374|0.00037|0|0.00003|0|0|0|0|0|0|0.0000013|0.00175|0.02|(trace)|0.012|0.016|0.0014|0.021|0|0|(trace)|0.0000005|Вершкове масло, кулінарне (82,5% жирності)|(null)|Жири та олії/Жири|Kochbutter|(null)|Fette und Öle/Fette|Beurre de cuisine|(null)|Graisses et huiles/Graisses|Burro da cucina|(null)|Grassi e oli/Grassi
generic_SwissFoodDB_product_42|2025-10-04|https://naehrwertdaten.ch/en/downloads/|52|2025-07-01|Yogurt natural|(null)|Milk and dairy products/Yogurt and curdled milk|(null)|(null)|277|66|3.6|2.2|0.9|0.2|(null)|0.04|0.03|0.003|0|0.011|4.5|4.5|0|0|3.9|0.1|0|85.6|0.000039|0.000037|0.000036|0.000018|0.000018|0.00002|0.00018|0.00004|0.0000003|0.00009|0.000005|0.00033|0.002|0.0000001|0.0001|0.17|0.049|0.12|0.14|0.012|0.11|0|0.000016|0.0004|(null)|Йогурт натуральний|(null)|Молоко та молочні продукти/Йогурт та кисломолочне молоко|Joghurt, nature|(null)|Milch und Milchprodukte/Joghurt und Sauermilch|Yogourt, nature|Yaourt|Lait et produits laitiers/Yogourt et lait acidulé|Yogurt, naturale|(null)|Latte e prodotti di latte/Yogurt e latte acidulato
generic_SwissFoodDB_product_43|2025-10-04|https://naehrwertdaten.ch/en/downloads/|53|2025-07-01|Yogurt, strawberry|(null)|Milk and dairy products/Yogurt and curdled milk|(null)|(null)|424|101|2.7|1.6|0.6|0.1|(null)|0.03|0.02|0.002|0|0.008|15.2|14.3|0.1|0.9|3.4|0.1|0|76.8|0.000029|0.000027|0.000026|0.000018|0.000018|0.00001|0.00015|0.00004|0.00000027|0.00015|0.0000136|0.00025|0.0123|0.0000001|0.0001|0.15|0.042|0.099|0.11|0.011|0.097|0.0001|0.0000055|0.0004|(null)|Йогурт, полуниця|(null)|Молоко та молочні продукти/Йогурт та кисломолочне молоко|Joghurt, Erdbeer|(null)|Milch und Milchprodukte/Joghurt und Sauermilch|Yogourt aux fraises|Yaourt|Lait et produits laitiers/Yogourt et lait acidulé|Yogurt, alla fragola|(null)|Latte e prodotti di latte/Yogurt e latte acidulato
generic_SwissFoodDB_product_44|2025-10-04|https://naehrwertdaten.ch/en/downloads/|54|2025-07-01|Yogurt, chocolate|(null)|Milk and dairy products/Yogurt and curdled milk|(null)|(null)|505|120|3.9|2.4|0.9|0.2|(null)|0.05|0.03|0.003|0|0.011|16.9|15.5|0.5|0.8|3.9|0.1|0|73.5|0.000031|0.00003|0.000029|0.000014|0.000014|0.00001|0.00012|0.00006|0.0000003|0.00009|0.000009|0.0003|(trace)|0.0000001|0.00043|0.2|0.044|0.11|0.13|0.018|0.11|0.0003|0.000006|0.0005|(null)|Йогурт, шоколад|(null)|Молоко та молочні продукти/Йогурт та кисломолочне молоко|Joghurt, Schokolade|(null)|Milch und Milchprodukte/Joghurt und Sauermilch|Yogourt au chocolat|Yaourt|Lait et produits laitiers/Yogourt et lait acidulé|Yogurt, al cioccolato|(null)|Latte e prodotti di latte/Yogurt e latte acidulato
generic_SwissFoodDB_product_45|2025-10-04|https://naehrwertdaten.ch/en/downloads/|55|2025-07-01|Yogurt, hazelnut|(null)|Milk and dairy products/Yogurt and curdled milk|(null)|(null)|497|119|4.6|2.5|1.6|0.4|(null)|0.31|0.03|0.002|0|0.011|15|14|0.1|0.9|3.8|0.1|0|74.7|0.000029|0.000028|0.000027|0.000014|0.000014|0.00001|0.00013|0.00007|0.0000004|0.00009|0.000009|0.00031|(trace)|0.0000001|0.00078|0.15|0.046|0.099|0.11|0.016|0.1|0.0001|0.0000065|0.0005|(null)|Йогурт, фундук|(null)|Молоко та молочні продукти/Йогурт та кисломолочне молоко|Joghurt, Haselnuss|(null)|Milch und Milchprodukte/Joghurt und Sauermilch|Yogourt aux noisettes|Yaourt|Lait et produits laitiers/Yogourt et lait acidulé|Yogurt, alle nocciole|(null)|Latte e prodotti di latte/Yogurt e latte acidulato
generic_SwissFoodDB_product_46|2025-10-04|https://naehrwertdaten.ch/en/downloads/|56|2025-07-01|Yogurt, vanilla|(null)|Milk and dairy products/Yogurt and curdled milk|(null)|(null)|413|98|3|1.8|0.7|0.1|(null)|0.04|0.02|0.002|0|0.009|14|13.1|0|0|3.7|0.1|0|77.6|0.000024|0.000023|0.000022|0.000014|0.000014|0.00002|0.00014|0.00003|0.0000004|0.00009|0.000013|0.00034|(trace)|0.0000001|0.00008|0.13|0.045|0.11|0.13|0.011|0.1|0|0.0000065|0.0005|(null)|Йогурт, ваніль|(null)|Молоко та молочні продукти/Йогурт та кисломолочне молоко|Joghurt, Vanille|(null)|Milch und Milchprodukte/Joghurt und Sauermilch|Yogourt à la vanille|Yaourt|Lait et produits laitiers/Yogourt et lait acidulé|Yogurt, alla vaniglia|(null)|Latte e prodotti di latte/Yogurt e latte acidulato
generic_SwissFoodDB_product_47|2025-10-04|https://naehrwertdaten.ch/en/downloads/|57|2025-07-01|Yogurt, mocca|(null)|Milk and dairy products/Yogurt and curdled milk|(null)|(null)|417|99|3.1|1.9|0.7|0.1|(null)|0.04|0.02|0.002|0|0.009|14.1|13.2|0|0|3.7|0.1|0|77.4|0.000028|0.000027|0.000026|0.000014|0.000014|0.00001|0.00022|0.00012|0.00000015|0.00011|0.0000103|0.00026|(trace)|0.0000001|0.00009|0.17|0.042|0.11|0.13|0.013|0.1|0.0001|0.000006|0.0004|(null)|Йогурт, мокка|(null)|Молоко та молочні продукти/Йогурт та кисломолочне молоко|Joghurt, Mokka|(null)|Milch und Milchprodukte/Joghurt und Sauermilch|Yogourt au café|Yaourt|Lait et produits laitiers/Yogourt et lait acidulé|Yogurt, al caffè|(null)|Latte e prodotti di latte/Yogurt e latte acidulato
generic_SwissFoodDB_product_48|2025-10-04|https://naehrwertdaten.ch/en/downloads/|58|2025-07-01|Yogurt Bifidus, plain|(null)|Milk and dairy products/Yogurt and curdled milk|(null)|(null)|276|66|3.6|2.2|0.9|0.2|(null)|0.04|0.03|0.003|0|0.011|4.5|4.5|0|0|4|0.1|0|85.5|0.00004|0.000038|0.000037|0.000015|0.000015|0.00002|0.00013|0.00004|0.0000005|0.00009|0.000005|0.00033|(trace)|0.0000002|0.00011|0.18|0.045|0.12|0.15|0.012|0.11|0|0.0000075|0.0005|(null)|Йогурт Біфідус, звичайний|Біфідойогурт|Молоко та молочні продукти/Йогурт та кисломолочне молоко|Joghurt Bifidus, nature|(null)|Milch und Milchprodukte/Joghurt und Sauermilch|Yogourt bifidus, nature|Yaourt|Lait et produits laitiers/Yogourt et lait acidulé|Yogurt bifidus, naturale|(null)|Latte e prodotti di latte/Yogurt e latte acidulato
generic_SwissFoodDB_product_49|2025-10-04|https://naehrwertdaten.ch/en/downloads/|59|2025-07-01|Milk partially skimmed, pasteurized|(null)|Milk and dairy products/Milk|(null)|(null)|236|56|2.8|1.7|0.7|0.1|(null)|0.03|0.02|0.002|0|0.011|4.7|4.7|0|0|3.1|0.1|0|88.4|0.000034|0.000033|0.000032|0.000014|0.000014|0.00002|0.00019|0.00002|0.00000027|0.0001|0.0000051|0.0003|0.0006|0|0.00007|0.16|0.039|0.096|0.12|0.01|0.09|0|0.0000092|0.0004|0.0000012|Молоко частково знежирене, пастеризоване|(null)|Молоко та молочні продукти/Молоко|Teilentrahmte Milch, pasteurisiert|(null)|Milch und Milchprodukte/Milch|Lait partiellement écrémé, pasteurisé|(null)|Lait et produits laitiers/Lait|Latte parzialmente scremato, pastorizzato|(null)|Latte e prodotti di latte/Latte
generic_SwissFoodDB_product_50|2025-10-04|https://naehrwertdaten.ch/en/downloads/|60|2025-07-01|Butter, cheese dairy|(null)|Fats and oils/Fats|(null)|(null)|3070|747|82.5|49.5|19.4|3.8|(null)|1|0.63|0.062|0.008|0.246|0.6|0.5|0|0|0.4|0|0|16.5|0.000856|0.000825|0.000794|0.000374|0.00037|0|0.00002|0|0|0|0|0|0|0.0000013|0.0022|0.018|(trace)|0.011|0.012|0.001|0.018|0|0|(trace)|(null)|Вершкове масло, сирні молочні продукти|(null)|Жири та олії/Жири|Käsereibutter|(null)|Fette und Öle/Fette|Beurre de fromagerie|(null)|Graisses et huiles/Graisses|Burro del caseificio|(null)|Grassi e oli/Grassi
generic_SwissFoodDB_product_51|2025-10-04|https://naehrwertdaten.ch/en/downloads/|61|2025-07-01|Milk partially skimmed, UHT|(null)|Milk and dairy products/Milk|(null)|(null)|238|57|2.8|1.7|0.7|0.1|(null)|0.03|0.02|0.002|0|0.011|4.6|4.6|0|0|3.3|0.1|0|88.4|0.000034|0.000033|0.000032|0.000014|0.000014|0.00002|0.00019|0.00003|0.00000016|0.00012|0.0000043|0.00037|0.0005|0.0000001|0.00009|0.16|0.038|0.096|0.12|0.01|0.094|0|0.00001|0.0004|0.0000012|Молоко частково знежирене, ультрапастеризоване|(null)|Молоко та молочні продукти/Молоко|Teilentrahmte Milch, UHT|(null)|Milch und Milchprodukte/Milch|Lait partiellement écrémé, UHT|(null)|Lait et produits laitiers/Lait|Latte parzialmente scremato, UHT|(null)|Latte e prodotti di latte/Latte
generic_SwissFoodDB_product_52|2025-10-04|https://naehrwertdaten.ch/en/downloads/|62|2025-07-01|Whole milk, pasteurized|(null)|Milk and dairy products/Milk|(null)|(null)|282|68|4|2.4|0.9|0.2|(null)|0.05|0.03|0.003|0|0.015|4.7|4.7|0|0|3.2|0.1|0|87.3|0.000049|0.000047|0.000046|0.000017|0.000017|0.00002|0.00021|0.00003|0.00000033|0.0001|0.0000051|0.00032|0.001|0.0000001|0.00011|0.16|0.039|0.096|0.12|0.01|0.092|0|0.00001|0.0004|0.0000012|Незбиране молоко, пастеризоване|(null)|Молоко та молочні продукти/Молоко|Vollmilch, pasteurisiert|(null)|Milch und Milchprodukte/Milch|Lait entier, pasteurisé|(null)|Lait et produits laitiers/Lait|Latte intero, pastorizzato|(null)|Latte e prodotti di latte/Latte
generic_SwissFoodDB_product_53|2025-10-04|https://naehrwertdaten.ch/en/downloads/|63|2025-07-01|Whole milk, UHT|(null)|Milk and dairy products/Milk|(null)|(null)|284|68|4.1|2.5|1|0.2|(null)|0.05|0.03|0.003|0|0.016|4.6|4.6|0|0|3.2|0.1|0|87.2|0.000047|0.000046|0.000044|0.000019|0.000019|0.00002|0.00022|0.00003|0.00000016|0.00012|0.0000043|0.00037|0.001|0.0000001|0.00013|0.16|0.039|0.095|0.12|0.01|0.091|0|0.0000095|0.0004|0.0000011|Незбиране молоко, ультрапастеризоване|(null)|Молоко та молочні продукти/Молоко|Vollmilch, UHT|(null)|Milch und Milchprodukte/Milch|Lait entier, UHT|(null)|Lait et produits laitiers/Lait|Latte intero, UHT|(null)|Latte e prodotti di latte/Latte
generic_SwissFoodDB_product_54|2025-10-04|https://naehrwertdaten.ch/en/downloads/|64|2025-07-01|Cow milk, skimmed, UHT|(null)|Milk and dairy products/Milk|(null)|(null)|139|33|0.1|0.1|0|0|(null)|0|0|0|0|0|4.7|4.7|0|0|3.3|0.1|0|90.8|0.000002|0.000002|0.000002|0.000001|0.000001|0.00002|0.00016|0.00003|0.0000001|0.0001|0.000005|0.00028|0.0006|0|0|0.16|0.039|0.096|0.13|0.011|0.097|0|0.0000031|0.0004|0.0000009|Коров'яче молоко, знежирене, ультрапастеризоване|(null)|Молоко та молочні продукти/Молоко|Magermilch, UHT|(null)|Milch und Milchprodukte/Milch|Lait écrémé, UHT|(null)|Lait et produits laitiers/Lait|Latte scremato, UHT|(null)|Latte e prodotti di latte/Latte
generic_SwissFoodDB_product_55|2025-10-04|https://naehrwertdaten.ch/en/downloads/|65|2025-07-01|Cream, 35% fat, pasteurized|(null)|Fats and oils/Cream|(null)|(null)|1370|334|34.8|20.9|8.2|1.6|(null)|0.42|0.26|0.026|0.003|0.101|3.1|3.1|0|0|2|0.1|0|59.4|0.00038|0.000368|0.000356|0.000143|0.000143|0.00002|0.00013|0.00003|0.00000021|0.00008|0.000007|0.00031|0.0007|0.0000005|0.00084|0.12|0.035|0.069|0.071|0.0062|0.071|0.0001|0.000007|0.0002|(null)|Вершки, 35% жирності, пастеризовані|(null)|Жири та олії/Вершки|Vollrahm, pasteurisiert|Rahm|Fette und Öle/Rahm|Crème entière, pasteurisée|(null)|Graisses et huiles/Crème|Panna intera, pastorizzata|(null)|Grassi e oli/Panna
generic_SwissFoodDB_product_56|2025-10-04|https://naehrwertdaten.ch/en/downloads/|66|2025-07-01|Cream, 35% fat, UHT|(null)|Fats and oils/Cream|(null)|(null)|1380|335|34.9|20.9|8.2|1.6|(null)|0.42|0.27|0.026|0.003|0.101|3.1|3.1|0|0|2|0.1|0|59.2|0.000402|0.00039|0.000378|0.000143|0.000143|0.00002|0.00012|0.00002|0.00000016|0.00005|0.0000015|0.00033|0|0.0000006|0.00077|0.11|0.025|0.069|0.071|0.0063|0.068|0|0.0000061|0.0002|(null)|Вершки, 35% жирності, ультрапастеризовані|(null)|Жири та олії/Вершки|Vollrahm, UHT|Rahm|Fette und Öle/Rahm|Crème entière, UHT|(null)|Graisses et huiles/Crème|Panna intera, UHT|(null)|Grassi e oli/Panna
generic_SwissFoodDB_product_57|2025-10-04|https://naehrwertdaten.ch/en/downloads/|67|2025-07-01|Cream, pasteurized, 25% fat|(null)|Fats and oils/Cream|(null)|(null)|1130|274|27.9|16.7|6.6|1.3|(null)|0.34|0.21|0.021|0.003|0.082|3.3|3.3|0|0|2.3|0.1|0|65.8|0.00029|0.000281|0.000272|0.00011|0.00011|0.00002|0.00015|0.00003|0.00000026|0.00007|0.0000068|0.00045|0.0009|0.0000004|0.00062|0.13|0.035|0.069|0.078|0.007|0.064|0|0.000012|0.0002|(null)|Вершки, пастеризовані, 25% жирності|(null)|Жири та олії/Вершки|Halbrahm, pasteurisiert|(null)|Fette und Öle/Rahm|Demi-crème, pasteurisée|(null)|Graisses et huiles/Crème|Panna semigrassa, pastorizzata|(null)|Grassi e oli/Panna
generic_SwissFoodDB_product_58|2025-10-04|https://naehrwertdaten.ch/en/downloads/|68|2025-07-01|Cream, UHT|(null)|Fats and oils/Cream|(null)|(null)|1030|251|25.1|15.1|5.9|1.2|(null)|0.3|0.19|0.019|0.003|0.071|3.7|3.7|0|0|2.5|0.1|0|67.8|0.000278|0.000269|0.00026|0.00011|0.00011|0.00002|0.00013|0.00002|0.00000026|0.00007|0.0000027|0.00045|0|0.0000004|0.00069|0.14|0.034|0.069|0.091|0.0086|0.074|0|0.000012|0.0003|(null)|Вершки, ультрапастеризовані|(null)|Жири та олії/Вершки|Halbrahm, UHT|(null)|Fette und Öle/Rahm|Demi-crème, UHT|(null)|Graisses et huiles/Crème|Panna semigrassa, UHT|(null)|Grassi e oli/Panna
generic_SwissFoodDB_product_59|2025-10-04|https://naehrwertdaten.ch/en/downloads/|69|2025-07-01|Coffee cream UHT|(null)|Fats and oils/Cream|(null)|(null)|664|161|15|9|3.5|0.7|(null)|0.18|0.11|0.011|0.002|0.05|3.8|3.8|0|0|2.6|0.2|0|77.5|0.000151|0.000145|0.000138|0.00008|0.00008|0.00002|0.00014|0.00002|0.0000005|0.0001|0.0000027|0.0004|0.001|0.0000003|0.00034|0.14|0.077|0.07|0.096|0.0082|0.091|0|0.000011|0.0003|(null)|Кавові вершки, ультрапастеризовані|(null)|Жири та олії/Вершки|Kaffeerahm|(null)|Fette und Öle/Rahm|Crème à café UHT|(null)|Graisses et huiles/Crème|Panna da caffè UHT|(null)|Grassi e oli/Panna
